,color,word counts,level 1,level 2,level 3,level 4,comments,episodes,total comments,timestamps,first,last,angle,replies (all),replies (direct),replies (own excl.),interaction degree centrality,interaction eigenvector centrality,interaction betweenness centrality,interaction closeness centrality,interaction Katz centrality,interaction page rank,interaction in-degree,interaction out-degree,cluster degree centrality,cluster eigenvector centrality,cluster betweenness centrality,cluster closeness centrality,cluster page rank
Toby Gee,89,143.0,2.0,0.0,0.0,0.0,"['comment-2702', 'comment-2784']","{(ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/polymath1-and-open-collaborative-mathematics/', params='', query='', fragment=''), 0)}",2.0,"[datetime.datetime(2009, 3, 10, 23, 14), datetime.datetime(2009, 3, 12, 0, 58)]",2009-03-10 23:14:00,2009-03-12 00:58:00,278.49056603773585,0.0,0.0,0.0,0.028571428571428574,0.15939298578320302,0.0,0.0,0.13032298474794526,0.013376972671726533,0.028571428571428574,0.0,0.3238095238095238,0.16067848629030515,0.0,0.49832689832689836,0.015089956809686956
Tom,27,160.0,1.0,0.0,0.0,0.0,['comment-1602'],"{(ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/01/27/is-massively-collaborative-mathematics-possible/', params='', query='', fragment=''), 3)}",1.0,"[datetime.datetime(2009, 1, 28, 14, 14)]",2009-01-28 14:14:00,2009-01-28 14:14:00,281.8867924528302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07812483585736463,0.005462713952303914,0.0,0.0,0.04761904761904762,0.017158789262204117,0.0,0.40973544973544973,0.004340897537153913
Tyler Neylon,44,977.0,8.0,0.0,0.0,0.0,"['comment-1717', 'comment-1718', 'comment-1776', 'comment-35495', 'comment-35499', 'comment-35521', 'comment-35660', 'comment-35694']","{(ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/01/a-combinatorial-approach-to-density-hales-jewett/', params='', query='', fragment=''), 0), (ParseResult(scheme='http', netloc='terrytao.wordpress.com', path='/2009/02/05/upper-and-lower-bounds-for-the-density-hales-jewett-problem/', params='', query='', fragment=''), 4), (ParseResult(scheme='http', netloc='terrytao.wordpress.com', path='/2009/02/05/upper-and-lower-bounds-for-the-density-hales-jewett-problem/', params='', query='', fragment=''), 1), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/01/a-combinatorial-approach-to-density-hales-jewett/', params='', query='', fragment=''), 4), (ParseResult(scheme='http', netloc='terrytao.wordpress.com', path='/2009/02/05/upper-and-lower-bounds-for-the-density-hales-jewett-problem/', params='', query='', fragment=''), 3)}",8.0,"[datetime.datetime(2009, 2, 2, 22, 39), datetime.datetime(2009, 2, 2, 22, 40), datetime.datetime(2009, 2, 3, 19, 45), datetime.datetime(2009, 2, 6, 2, 20), datetime.datetime(2009, 2, 6, 3, 46), datetime.datetime(2009, 2, 6, 16, 16), datetime.datetime(2009, 2, 10, 3, 56), datetime.datetime(2009, 2, 11, 16, 25)]",2009-02-02 22:39:00,2009-02-11 16:25:00,285.2830188679245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07812483585736463,0.005462713952303914,0.0,0.0,0.13333333333333336,0.04335905718811595,0.0018884718252850118,0.4390022675736962,0.008623823415937145
William Gasarch,39,28.0,1.0,0.0,0.0,0.0,['comment-1713'],"{(ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/01/a-combinatorial-approach-to-density-hales-jewett/', params='', query='', fragment=''), 4)}",1.0,"[datetime.datetime(2009, 2, 2, 21, 42)]",2009-02-02 21:42:00,2009-02-02 21:42:00,288.6792452830189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07812483585736463,0.005462713952303914,0.0,0.0,0.06666666666666668,0.024896163903829965,0.0,0.3965181771633385,0.004849578054057221
Yor Naim,34,78.0,1.0,0.0,0.0,0.0,['comment-1621'],"{(ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/01/27/is-massively-collaborative-mathematics-possible/', params='', query='', fragment=''), 6)}",1.0,"[datetime.datetime(2009, 1, 30, 17, 59)]",2009-01-30 17:59:00,2009-01-30 17:59:00,292.07547169811323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07812483585736463,0.005462713952303914,0.0,0.0,0.028571428571428574,0.0030090641146736596,0.0,0.3151811151811152,0.0035026460338454944
amateur,2,44.0,1.0,0.0,0.0,0.0,['comment-2307'],"{(ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/01/27/is-massively-collaborative-mathematics-possible/', params='', query='', fragment=''), 16)}",1.0,"[datetime.datetime(2009, 2, 20, 14, 56)]",2009-02-20 14:56:00,2009-02-20 14:56:00,295.47169811320754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07812483585736463,0.005462713952303914,0.0,0.0,0.0,0.0,0.0,0.0,0.0016085790884719747
davidc,26,143.0,1.0,0.0,0.0,0.0,['comment-1592'],"{(ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/01/27/is-massively-collaborative-mathematics-possible/', params='', query='', fragment=''), 1)}",1.0,"[datetime.datetime(2009, 1, 27, 18, 43)]",2009-01-27 18:43:00,2009-01-27 18:43:00,298.8679245283019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07812483585736463,0.005462713952303914,0.0,0.0,0.06666666666666668,0.026248802575091466,0.0,0.41433921883360086,0.004932732668664174
dk,17,184.0,1.0,0.0,0.0,0.0,['comment-2089'],"{(ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/01/27/is-massively-collaborative-mathematics-possible/', params='', query='', fragment=''), 12)}",1.0,"[datetime.datetime(2009, 2, 10, 12, 46)]",2009-02-10 12:46:00,2009-02-10 12:46:00,302.26415094339626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07812483585736463,0.005462713952303914,0.0,0.0,0.009523809523809525,5.096704338902961e-17,0.0,0.009523809523809525,0.010723860589812312
gelada,75,68.0,1.0,0.0,0.0,0.0,['comment-2881'],"{(ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/polymath1-and-open-collaborative-mathematics/', params='', query='', fragment=''), 1)}",1.0,"[datetime.datetime(2009, 3, 14, 13, 44)]",2009-03-14 13:44:00,2009-03-14 13:44:00,305.66037735849056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07812483585736463,0.005462713952303914,0.0,0.0,0.05714285714285715,0.023370520087627487,0.0,0.41202447459430697,0.004587943251149144
gilang,63,153.0,1.0,0.0,0.0,0.0,['comment-36507'],"{(ParseResult(scheme='http', netloc='terrytao.wordpress.com', path='/2009/03/04/dhj3-900-999-density-hales-jewett-type-numbers/', params='', query='', fragment=''), 6)}",1.0,"[datetime.datetime(2009, 3, 9, 11, 14)]",2009-03-09 11:14:00,2009-03-09 11:14:00,309.0566037735849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07812483585736463,0.005462713952303914,0.0,0.0,0.009523809523809525,0.005066601272247281,0.0,0.34463729417000444,0.0020624353986026427
guest,64,75.0,1.0,0.0,0.0,0.0,['comment-36417'],"{(ParseResult(scheme='http', netloc='terrytao.wordpress.com', path='/2009/03/04/dhj3-900-999-density-hales-jewett-type-numbers/', params='', query='', fragment=''), 0)}",1.0,"[datetime.datetime(2009, 3, 6, 18, 35)]",2009-03-06 18:35:00,2009-03-06 18:35:00,312.4528301886793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07812483585736463,0.005462713952303914,0.0,0.0,0.0380952380952381,0.013187923633951045,0.0,0.3861381201695338,0.003684734906730434
hmmmm,69,60.0,0.0,1.0,0.0,0.0,['comment-2835'],"{(ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/polymath1-and-open-collaborative-mathematics/', params='', query='', fragment=''), 0)}",1.0,"[datetime.datetime(2009, 3, 13, 0, 55)]",2009-03-13 00:55:00,2009-03-13 00:55:00,315.8490566037736,1.0,1.0,1.0,0.009523809523809525,0.0,0.0,0.10384024577572966,0.07812483585736463,0.005462713952303914,0.0,0.009523809523809525,0.3238095238095238,0.16067848629030512,0.0,0.49832689832689836,0.015089956809686956
jozsef,45,13046.0,84.0,36.0,0.0,0.0,"['comment-1648', 'comment-1668', 'comment-1715', 'comment-1716', 'comment-1719', 'comment-1720', 'comment-1795', 'comment-1808', 'comment-1809', 'comment-1839', 'comment-1859', 'comment-1860', 'comment-1861', 'comment-1862', 'comment-1875', 'comment-1876', 'comment-1879', 'comment-1895', 'comment-1897', 'comment-1898', 'comment-1899', 'comment-1924', 'comment-1927', 'comment-1932', 'comment-1936', 'comment-1941', 'comment-1942', 'comment-1959', 'comment-1965', 'comment-1968', 'comment-1969', 'comment-1970', 'comment-1971', 'comment-1977', 'comment-1978', 'comment-1998', 'comment-2012', 'comment-2096', 'comment-2177', 'comment-2180', 'comment-2181', 'comment-2229', 'comment-2230', 'comment-2286', 'comment-2294', 'comment-2295', 'comment-2296', 'comment-2298', 'comment-2333', 'comment-2340', 'comment-2373', 'comment-2507', 'comment-2509', 'comment-2510', 'comment-2512', 'comment-2513', 'comment-2514', 'comment-2545', 'comment-2547', 'comment-2609', 'comment-2611', 'comment-2612', 'comment-2614', 'comment-2618', 'comment-2619', 'comment-2620', 'comment-2625', 'comment-2628', 'comment-2650', 'comment-2651', 'comment-2652', 'comment-2653', 'comment-2733', 'comment-2736', 'comment-2737', 'comment-2749', 'comment-2750', 'comment-2763', 'comment-2768', 'comment-2772', 'comment-2780', 'comment-2836', 'comment-2838', 'comment-2841', 'comment-2857', 'comment-2865', 'comment-2867', 'comment-2885', 'comment-2889', 'comment-2900', 'comment-2902', 'comment-2924', 'comment-2928', 'comment-2930', 'comment-2934', 'comment-3132', 'comment-3165', 'comment-3170', 'comment-3174', 'comment-3175', 'comment-3177', 'comment-3178', 'comment-3241', 'comment-3398', 'comment-3403', 'comment-3570', 'comment-3576', 'comment-35875', 'comment-35878', 'comment-35879', 'comment-35907', 'comment-35908', 'comment-35910', 'comment-35934', 'comment-36061', 'comment-3715', 'comment-37725', 'comment-37727', 'comment-37747', 'comment-43256']","{(ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/06/dhj-the-triangle-removal-approach/', params='', query='', fragment=''), 6), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/problem-solved-probably/', params='', query='', fragment=''), 5), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/16/dhj3-and-related-results-1050-1099/', params='', query='', fragment=''), 3), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/13/dhj-possible-proof-strategies/', params='', query='', fragment='more-441/'), 7), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/01/a-combinatorial-approach-to-density-hales-jewett/', params='', query='', fragment=''), 12), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/problem-solved-probably/', params='', query='', fragment=''), 14), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/01/a-combinatorial-approach-to-density-hales-jewett/', params='', query='', fragment=''), 7), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/23/brief-review-of-polymath1/', params='', query='', fragment=''), 10), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/02/dhj3-851-899/', params='', query='', fragment=''), 3), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/problem-solved-probably/', params='', query='', fragment=''), 2), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/23/brief-review-of-polymath1/', params='', query='', fragment=''), 3), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/16/dhj3-and-related-results-1050-1099/', params='', query='', fragment=''), 18), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/06/dhj-the-triangle-removal-approach/', params='', query='', fragment=''), 5), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/16/dhj3-and-related-results-1050-1099/', params='', query='', fragment=''), 13), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/problem-solved-probably/', params='', query='', fragment=''), 11), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/01/a-combinatorial-approach-to-density-hales-jewett/', params='', query='', fragment=''), 3), (ParseResult(scheme='http', netloc='terrytao.wordpress.com', path='/2010/01/15/density-hales-jewett-and-moser-numbers-nearing-the-final-draft', params='', query='', fragment=''), 14), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/problem-solved-probably/', params='', query='', fragment=''), 6), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/16/dhj3-and-related-results-1050-1099/', params='', query='', fragment=''), 0), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/13/dhj-possible-proof-strategies/', params='', query='', fragment='more-441/'), 4), (ParseResult(scheme='http', netloc='terrytao.wordpress.com', path='/2009/02/13/bounds-for-the-first-few-density-hales-jewett-numbers-and-related-quantities/', params='', query='', fragment=''), 10), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/06/dhj-the-triangle-removal-approach/', params='', query='', fragment=''), 0), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/02/dhj3-851-899/', params='', query='', fragment=''), 11), (ParseResult(scheme='http', netloc='terrytao.wordpress.com', path='/2009/02/13/bounds-for-the-first-few-density-hales-jewett-numbers-and-related-quantities/', params='', query='', fragment=''), 1), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/02/dhj3-851-899/', params='', query='', fragment=''), 2), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/13/dhj-possible-proof-strategies/', params='', query='', fragment='more-441/'), 0), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/16/dhj3-and-related-results-1050-1099/', params='', query='', fragment=''), 5), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/06/dhj-the-triangle-removal-approach/', params='', query='', fragment=''), 13), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/problem-solved-probably/', params='', query='', fragment=''), 21), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/01/a-combinatorial-approach-to-density-hales-jewett/', params='', query='', fragment=''), 11), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/06/dhj-the-triangle-removal-approach/', params='', query='', fragment=''), 4), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/01/a-combinatorial-approach-to-density-hales-jewett/', params='', query='', fragment=''), 2), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/08/dhj-quasirandomness-and-obstructions-to-uniformity', params='', query='', fragment=''), 5), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/02/dhj3-851-899/', params='', query='', fragment=''), 6), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/polymath1-and-open-collaborative-mathematics/', params='', query='', fragment=''), 1), (ParseResult(scheme='http', netloc='terrytao.wordpress.com', path='/2009/02/13/bounds-for-the-first-few-density-hales-jewett-numbers-and-related-quantities/', params='', query='', fragment=''), 0), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/01/a-combinatorial-approach-to-density-hales-jewett/', params='', query='', fragment=''), 10), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/16/dhj3-and-related-results-1050-1099/', params='', query='', fragment=''), 10), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/23/brief-review-of-polymath1/', params='', query='', fragment=''), 5), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/13/dhj-possible-proof-strategies/', params='', query='', fragment='more-441/'), 1), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/01/a-combinatorial-approach-to-density-hales-jewett/', params='', query='', fragment=''), 5), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/02/dhj3-851-899/', params='', query='', fragment=''), 5), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/problem-solved-probably/', params='', query='', fragment=''), 0), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/06/dhj-the-triangle-removal-approach/', params='', query='', fragment=''), 7), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/13/dhj-possible-proof-strategies/', params='', query='', fragment='more-441/'), 10), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/16/dhj3-and-related-results-1050-1099/', params='', query='', fragment=''), 21), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/16/dhj3-and-related-results-1050-1099/', params='', query='', fragment=''), 2), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/06/dhj-the-triangle-removal-approach/', params='', query='', fragment=''), 21), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/06/dhj-the-triangle-removal-approach/', params='', query='', fragment=''), 11), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/problem-solved-probably/', params='', query='', fragment=''), 13), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/01/a-combinatorial-approach-to-density-hales-jewett/', params='', query='', fragment=''), 13), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/01/a-combinatorial-approach-to-density-hales-jewett/', params='', query='', fragment=''), 4), (ParseResult(scheme='http', netloc='terrytao.wordpress.com', path='/2009/03/30/dhjk-1200-1299-density-hales-jewett-type-numbers/', params='', query='', fragment=''), 0), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/06/dhj-the-triangle-removal-approach/', params='', query='', fragment=''), 2), (ParseResult(scheme='http', netloc='terrytao.wordpress.com', path='/2009/02/13/bounds-for-the-first-few-density-hales-jewett-numbers-and-related-quantities/', params='', query='', fragment=''), 3), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/01/a-combinatorial-approach-to-density-hales-jewett/', params='', query='', fragment=''), 9)}",120.0,"[datetime.datetime(2009, 2, 1, 21, 8), datetime.datetime(2009, 2, 2, 5, 26), datetime.datetime(2009, 2, 2, 21, 52), datetime.datetime(2009, 2, 2, 22, 9), datetime.datetime(2009, 2, 2, 22, 46), datetime.datetime(2009, 2, 2, 22, 48), datetime.datetime(2009, 2, 4, 0, 46), datetime.datetime(2009, 2, 4, 9, 51), datetime.datetime(2009, 2, 4, 9, 54), datetime.datetime(2009, 2, 4, 19, 41), datetime.datetime(2009, 2, 5, 7, 30), datetime.datetime(2009, 2, 5, 7, 45), datetime.datetime(2009, 2, 5, 8, 8), datetime.datetime(2009, 2, 5, 8, 34), datetime.datetime(2009, 2, 5, 18, 59), datetime.datetime(2009, 2, 5, 19, 2), datetime.datetime(2009, 2, 5, 19, 21), datetime.datetime(2009, 2, 6, 6, 48), datetime.datetime(2009, 2, 6, 7, 12), datetime.datetime(2009, 2, 6, 8, 40), datetime.datetime(2009, 2, 6, 8, 46), datetime.datetime(2009, 2, 6, 18, 33), datetime.datetime(2009, 2, 6, 19, 28), datetime.datetime(2009, 2, 6, 20, 30), datetime.datetime(2009, 2, 6, 21, 53), datetime.datetime(2009, 2, 7, 6, 49), datetime.datetime(2009, 2, 7, 7, 1), datetime.datetime(2009, 2, 7, 21, 56), datetime.datetime(2009, 2, 8, 0, 3), datetime.datetime(2009, 2, 8, 1, 22), datetime.datetime(2009, 2, 8, 1, 37), datetime.datetime(2009, 2, 8, 2, 3), datetime.datetime(2009, 2, 8, 2, 14), datetime.datetime(2009, 2, 8, 8, 36), datetime.datetime(2009, 2, 8, 8, 45), datetime.datetime(2009, 2, 8, 18, 22), datetime.datetime(2009, 2, 8, 21, 18), datetime.datetime(2009, 2, 11, 0, 22), datetime.datetime(2009, 2, 13, 19, 13), datetime.datetime(2009, 2, 13, 21, 8), datetime.datetime(2009, 2, 13, 21, 18), datetime.datetime(2009, 2, 15, 17, 29), datetime.datetime(2009, 2, 15, 18, 0), datetime.datetime(2009, 2, 15, 18, 33), datetime.datetime(2009, 2, 16, 9, 3), datetime.datetime(2009, 2, 16, 9, 9), datetime.datetime(2009, 2, 16, 9, 33), datetime.datetime(2009, 2, 17, 0, 8), datetime.datetime(2009, 2, 17, 0, 41), datetime.datetime(2009, 2, 17, 8, 18), datetime.datetime(2009, 2, 20, 3, 28), datetime.datetime(2009, 2, 20, 7, 11), datetime.datetime(2009, 2, 20, 7, 18), datetime.datetime(2009, 2, 20, 7, 32), datetime.datetime(2009, 2, 20, 8, 18), datetime.datetime(2009, 2, 21, 10, 33), datetime.datetime(2009, 2, 21, 19, 10), datetime.datetime(2009, 2, 21, 22, 43), datetime.datetime(2009, 2, 23, 18, 14), datetime.datetime(2009, 3, 1, 19, 11), datetime.datetime(2009, 3, 1, 19, 26), datetime.datetime(2009, 3, 1, 19, 29), datetime.datetime(2009, 3, 1, 19, 56), datetime.datetime(2009, 3, 1, 21, 29), datetime.datetime(2009, 3, 1, 22, 41), datetime.datetime(2009, 3, 2, 22, 39), datetime.datetime(2009, 3, 2, 23, 32), datetime.datetime(2009, 3, 7, 23, 55), datetime.datetime(2009, 3, 8, 1, 19), datetime.datetime(2009, 3, 8, 1, 39), datetime.datetime(2009, 3, 8, 1, 58), datetime.datetime(2009, 3, 8, 4, 54), datetime.datetime(2009, 3, 8, 5, 46), datetime.datetime(2009, 3, 8, 7, 41), datetime.datetime(2009, 3, 8, 20, 45), datetime.datetime(2009, 3, 8, 21, 23), datetime.datetime(2009, 3, 9, 17, 9), datetime.datetime(2009, 3, 9, 17, 27), datetime.datetime(2009, 3, 9, 17, 42), datetime.datetime(2009, 3, 9, 17, 46), datetime.datetime(2009, 3, 11, 8, 0), datetime.datetime(2009, 3, 11, 8, 56), datetime.datetime(2009, 3, 11, 9, 0), datetime.datetime(2009, 3, 11, 17, 47), datetime.datetime(2009, 3, 11, 18, 18), datetime.datetime(2009, 3, 11, 19, 59), datetime.datetime(2009, 3, 11, 20, 52), datetime.datetime(2009, 3, 11, 22, 40), datetime.datetime(2009, 3, 11, 23, 42), datetime.datetime(2009, 3, 13, 1, 7), datetime.datetime(2009, 3, 13, 2, 10), datetime.datetime(2009, 3, 13, 3, 29), datetime.datetime(2009, 3, 13, 16, 34), datetime.datetime(2009, 3, 13, 20, 18), datetime.datetime(2009, 3, 13, 20, 47), datetime.datetime(2009, 3, 14, 19, 17), datetime.datetime(2009, 3, 14, 22, 58), datetime.datetime(2009, 3, 15, 17, 6), datetime.datetime(2009, 3, 15, 18, 33), datetime.datetime(2009, 3, 16, 17, 32), datetime.datetime(2009, 3, 16, 18, 50), datetime.datetime(2009, 3, 16, 20, 15), datetime.datetime(2009, 3, 17, 18, 25), datetime.datetime(2009, 3, 30, 15, 43), datetime.datetime(2009, 4, 1, 8, 59), datetime.datetime(2009, 4, 1, 9, 13), datetime.datetime(2009, 4, 1, 11, 46), datetime.datetime(2009, 4, 5, 6, 55), datetime.datetime(2009, 4, 5, 17, 0), datetime.datetime(2009, 4, 5, 18, 28), datetime.datetime(2009, 4, 5, 18, 42), datetime.datetime(2009, 4, 5, 19, 4), datetime.datetime(2009, 4, 5, 19, 35), datetime.datetime(2009, 4, 16, 16, 15), datetime.datetime(2009, 5, 16, 3, 21), datetime.datetime(2009, 5, 16, 19, 31), datetime.datetime(2009, 6, 1, 10, 16), datetime.datetime(2009, 6, 3, 12, 28), datetime.datetime(2009, 6, 25, 8, 45), datetime.datetime(2010, 1, 16, 9, 21)]",2009-02-01 21:08:00,2010-01-16 09:21:00,319.24528301886795,36.0,36.0,22.0,0.08571428571428572,0.29697366926604585,0.0002442002442002442,0.11904761904761904,0.1643727402302279,0.01918693836449268,0.0380952380952381,0.04761904761904762,0.24761904761904763,0.07248168102948571,0.012015631628175434,0.47277167277167276,0.015322859607079468
juliawolf,93,298.0,1.0,0.0,0.0,0.0,['comment-847'],"{(ParseResult(scheme='http', netloc='gilkalai.wordpress.com', path='/2009/03/25/an-open-discussion-and-polls-around-roths-theorem/', params='', query='', fragment=''), 1)}",1.0,"[datetime.datetime(2009, 3, 25, 23, 31)]",2009-03-25 23:31:00,2009-03-25 23:31:00,322.64150943396226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07812483585736463,0.005462713952303914,0.0,0.0,0.01904761904761905,0.01011792330823124,0.0,0.376287657920311,0.0025375736044561713
ks,92,81.0,1.0,0.0,0.0,0.0,['comment-37560'],"{(ParseResult(scheme='http', netloc='terrytao.wordpress.com', path='/2009/03/14/dhj3-1100-1199-density-hales-jewett-type-numbers/', params='', query='', fragment=''), 0)}",1.0,"[datetime.datetime(2009, 3, 30, 4, 1)]",2009-03-30 04:01:00,2009-03-30 04:01:00,326.0377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07812483585736463,0.005462713952303914,0.0,0.0,0.0380952380952381,0.017178746981025648,0.0,0.3841269841269841,0.0034768881505858485
luca,73,70.0,0.0,2.0,0.0,0.0,"['comment-2728', 'comment-2731']","{(ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/polymath1-and-open-collaborative-mathematics/', params='', query='', fragment=''), 0)}",2.0,"[datetime.datetime(2009, 3, 11, 5, 54), datetime.datetime(2009, 3, 11, 6, 24)]",2009-03-11 05:54:00,2009-03-11 06:24:00,329.433962264151,2.0,2.0,2.0,0.009523809523809525,0.0,0.0,0.09904761904761905,0.07812483585736463,0.005462713952303914,0.0,0.009523809523809525,0.3238095238095238,0.16067848629030512,0.0,0.49832689832689836,0.015089956809686956
misha,103,30.0,2.0,0.0,0.0,0.0,"['comment-43405', 'comment-43408']","{(ParseResult(scheme='http', netloc='terrytao.wordpress.com', path='/2010/01/15/density-hales-jewett-and-moser-numbers-nearing-the-final-draft', params='', query='', fragment=''), 21), (ParseResult(scheme='http', netloc='terrytao.wordpress.com', path='/2010/01/15/density-hales-jewett-and-moser-numbers-nearing-the-final-draft', params='', query='', fragment=''), 11)}",2.0,"[datetime.datetime(2010, 1, 28, 14, 47), datetime.datetime(2010, 1, 28, 19, 4)]",2010-01-28 14:47:00,2010-01-28 19:04:00,332.8301886792453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07812483585736463,0.005462713952303914,0.0,0.0,0.0,0.0,0.0,0.0,0.0016085790884719747
none,51,91.0,1.0,0.0,0.0,0.0,['comment-35540'],"{(ParseResult(scheme='http', netloc='terrytao.wordpress.com', path='/2009/02/05/upper-and-lower-bounds-for-the-density-hales-jewett-problem/', params='', query='', fragment=''), 1)}",1.0,"[datetime.datetime(2009, 2, 7, 0, 40)]",2009-02-07 00:40:00,2009-02-07 00:40:00,336.22641509433964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07812483585736463,0.005462713952303914,0.0,0.0,0.05714285714285715,0.018839804714696987,0.0,0.3881704260651629,0.0046142778865905015
